epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,761.591,1.45484,1.97483,1.75298,0.21152,0.41144,0.27866,0.13162,1.8427,2.13237,2.40942,0.00073025,0.00073025,0.00073025
44,777.198,1.43701,1.99251,1.74688,0.3794,0.40076,0.36189,0.18482,1.82107,1.87916,2.35207,0.000717875,0.000717875,0.000717875
45,795.524,1.42062,1.924,1.72293,0.28126,0.50895,0.38513,0.18505,1.86897,1.93478,2.33863,0.0007055,0.0007055,0.0007055
46,808.207,1.43491,1.95389,1.74241,0.31992,0.50375,0.3747,0.18795,1.7824,1.90905,2.34081,0.000693125,0.000693125,0.000693125
47,820.92,1.41061,1.86838,1.72397,0.40648,0.43389,0.39309,0.19698,1.70871,1.8995,2.24526,0.00068075,0.00068075,0.00068075
48,837.048,1.4104,1.89927,1.70829,0.38106,0.45079,0.38024,0.20062,1.81968,1.96128,2.3654,0.000668375,0.000668375,0.000668375
49,852.753,1.38505,1.85853,1.67377,0.35947,0.38583,0.31581,0.15278,2.03091,2.14098,2.60467,0.000656,0.000656,0.000656
50,865.306,1.34413,1.86826,1.65906,0.40469,0.46819,0.38186,0.19103,1.82741,1.95253,2.38867,0.000643625,0.000643625,0.000643625
51,880.938,1.33061,1.79872,1.6288,0.43178,0.4531,0.42057,0.20733,1.7961,1.81931,2.34415,0.00063125,0.00063125,0.00063125
52,893.71,1.41234,1.88721,1.73158,0.48513,0.41818,0.39255,0.2139,1.75781,1.89818,2.26188,0.000618875,0.000618875,0.000618875
53,910.122,1.34299,1.8332,1.67519,0.48966,0.46839,0.44075,0.23164,1.74722,1.86061,2.28597,0.0006065,0.0006065,0.0006065
54,923.131,1.31427,1.75294,1.62968,0.41026,0.43899,0.43265,0.23639,1.74147,1.95803,2.27573,0.000594125,0.000594125,0.000594125
55,936.07,1.32515,1.78026,1.62938,0.38822,0.44519,0.3905,0.21988,1.80181,1.9544,2.338,0.00058175,0.00058175,0.00058175
56,952.546,1.3259,1.73632,1.63388,0.39153,0.42594,0.3938,0.22036,1.74029,1.96775,2.25765,0.000569375,0.000569375,0.000569375
57,965.165,1.30759,1.75524,1.65023,0.43892,0.44352,0.41146,0.21472,1.82458,2.00402,2.39455,0.000557,0.000557,0.000557
58,978.063,1.27053,1.67903,1.60814,0.48348,0.39772,0.45338,0.22656,1.83253,2.00105,2.40985,0.000544625,0.000544625,0.000544625
59,990.914,1.28922,1.72393,1.63563,0.50194,0.4549,0.47128,0.24526,1.75951,1.78523,2.31929,0.00053225,0.00053225,0.00053225
60,1004.02,1.25909,1.68612,1.59308,0.47151,0.4269,0.42847,0.20772,1.85664,1.8816,2.42629,0.000519875,0.000519875,0.000519875
61,1016.71,1.32458,1.74163,1.62602,0.3574,0.43526,0.37383,0.18044,1.96186,1.92407,2.58316,0.0005075,0.0005075,0.0005075
62,1031.32,1.29468,1.6479,1.60728,0.51287,0.41652,0.41126,0.18942,1.97286,1.87689,2.54643,0.000495125,0.000495125,0.000495125
63,1044.38,1.29329,1.60331,1.59407,0.55055,0.42568,0.46003,0.24482,1.83692,1.73023,2.40912,0.00048275,0.00048275,0.00048275
64,1056.98,1.25693,1.58398,1.59283,0.56316,0.48766,0.49463,0.25927,1.82841,1.71572,2.39692,0.000470375,0.000470375,0.000470375
65,1069.96,1.28492,1.62665,1.5966,0.62026,0.46226,0.51713,0.27559,1.80622,1.72336,2.35073,0.000458,0.000458,0.000458
66,1088.11,1.24869,1.60024,1.58867,0.48911,0.4874,0.47578,0.25897,1.74749,1.71715,2.26945,0.000445625,0.000445625,0.000445625
67,1103.06,1.22997,1.58172,1.58741,0.3772,0.46039,0.40872,0.21654,1.83458,1.80333,2.34409,0.00043325,0.00043325,0.00043325
68,1117.7,1.23837,1.59881,1.56213,0.43762,0.51931,0.43795,0.23002,1.80038,1.79296,2.33133,0.000420875,0.000420875,0.000420875
69,1130.57,1.22097,1.58935,1.56981,0.47588,0.55841,0.46645,0.24824,1.80302,1.67951,2.34082,0.0004085,0.0004085,0.0004085
70,1143.14,1.20407,1.52732,1.52707,0.42915,0.54734,0.49354,0.27607,1.69835,1.67565,2.2422,0.000396125,0.000396125,0.000396125
71,1156.46,1.23594,1.54052,1.55559,0.52987,0.47604,0.49735,0.268,1.80895,1.69847,2.34121,0.00038375,0.00038375,0.00038375
