epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,7540.01,0.96695,1.13392,1.338,0.41473,0.51234,0.43869,0.23797,1.59108,1.90991,2.15177,0.0003095,0.0003095,0.0003095
78,7660.11,0.98862,1.22048,1.36291,0.4315,0.5978,0.53538,0.2997,1.53164,1.66583,2.08914,0.000297125,0.000297125,0.000297125
79,7767.11,0.93685,1.10886,1.3084,0.54956,0.55123,0.57881,0.34215,1.47136,1.61843,2.04782,0.00028475,0.00028475,0.00028475
80,7875.04,0.9816,1.14357,1.35324,0.52242,0.58212,0.57564,0.33805,1.49211,1.6143,2.07562,0.000272375,0.000272375,0.000272375
81,7984.04,0.93511,1.08024,1.32544,0.58355,0.54668,0.57605,0.32779,1.53902,1.62617,2.11827,0.00026,0.00026,0.00026
82,8096.43,0.91237,1.07061,1.29445,0.64383,0.51801,0.57536,0.33605,1.54782,1.60858,2.10161,0.000247625,0.000247625,0.000247625
83,8192.4,0.94825,1.14318,1.32505,0.56011,0.54703,0.56925,0.32806,1.58676,1.63498,2.1587,0.00023525,0.00023525,0.00023525
84,8283.38,0.91713,1.08774,1.2739,0.53667,0.51406,0.55254,0.29756,1.6359,1.67025,2.20906,0.000222875,0.000222875,0.000222875
85,8374.01,0.91307,1.10049,1.31529,0.60555,0.52244,0.56818,0.31615,1.59107,1.6193,2.18304,0.0002105,0.0002105,0.0002105
86,8464.96,0.89903,1.05963,1.29785,0.60254,0.52633,0.58572,0.32517,1.56376,1.59183,2.15121,0.000198125,0.000198125,0.000198125
87,8556.59,0.89045,1.02021,1.27848,0.55325,0.57965,0.59021,0.33372,1.57861,1.60681,2.17929,0.00018575,0.00018575,0.00018575
88,8648.06,0.90705,1.07019,1.29955,0.54506,0.57528,0.59565,0.33949,1.53068,1.59505,2.13123,0.000173375,0.000173375,0.000173375
89,8738.64,0.87954,1.02604,1.27377,0.60459,0.52756,0.60392,0.33838,1.51686,1.58465,2.1116,0.000161,0.000161,0.000161
90,8829.58,0.86232,0.98388,1.24998,0.51229,0.62723,0.60408,0.34264,1.52738,1.56248,2.10466,0.000148625,0.000148625,0.000148625
91,8922.2,0.86465,0.98002,1.34345,0.59589,0.54235,0.58979,0.34168,1.55027,1.6103,2.15394,0.00013625,0.00013625,0.00013625
92,9012.9,0.83581,0.87373,1.29726,0.67708,0.48884,0.55671,0.32341,1.58338,1.74494,2.22696,0.000123875,0.000123875,0.000123875
93,9102.95,0.75344,0.80041,1.23752,0.63463,0.51851,0.59027,0.34836,1.46736,1.62267,2.07901,0.0001115,0.0001115,0.0001115
94,9192.82,0.72553,0.7477,1.22356,0.53176,0.5734,0.59151,0.33664,1.53294,1.62929,2.14961,9.9125e-05,9.9125e-05,9.9125e-05
95,9283.5,0.73745,0.7599,1.25813,0.58929,0.56219,0.60219,0.34856,1.49097,1.60963,2.08142,8.675e-05,8.675e-05,8.675e-05
