epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,35464.1,1.47419,1.98759,1.76279,0.38334,0.42167,0.35975,0.19398,1.74053,2.00177,2.28042,0.000742625,0.000742625,0.000742625
43,36260.2,1.42179,1.91346,1.71197,0.34564,0.47821,0.37431,0.21,1.71548,2.06695,2.22617,0.00073025,0.00073025,0.00073025
44,37064,1.41038,1.9084,1.69346,0.46503,0.47157,0.38863,0.20715,1.78288,1.95924,2.32294,0.000717875,0.000717875,0.000717875
45,37860,1.37915,1.91149,1.7012,0.30714,0.441,0.35786,0.18164,1.7953,2.02535,2.32199,0.0007055,0.0007055,0.0007055
46,38659.6,1.39318,1.88486,1.69568,0.36428,0.53237,0.3998,0.1949,1.79231,1.94612,2.34015,0.000693125,0.000693125,0.000693125
47,39456.7,1.3812,1.83588,1.68892,0.29738,0.42787,0.32645,0.16392,1.7371,2.00196,2.29448,0.00068075,0.00068075,0.00068075
48,40254.9,1.35673,1.80303,1.66081,0.34714,0.47732,0.39816,0.20957,1.68387,1.78024,2.22369,0.000668375,0.000668375,0.000668375
49,41045.1,1.39818,1.82058,1.69636,0.46412,0.53227,0.45361,0.24873,1.66671,1.77656,2.1663,0.000656,0.000656,0.000656
50,41838.7,1.3194,1.77141,1.63453,0.27944,0.42676,0.37094,0.20422,1.64021,2.03466,2.19716,0.000643625,0.000643625,0.000643625
51,42633.4,1.32897,1.74023,1.64528,0.43081,0.5275,0.48499,0.26096,1.63994,1.7857,2.15796,0.00063125,0.00063125,0.00063125
52,43433,1.33452,1.77076,1.63714,0.52726,0.42743,0.43961,0.23803,1.67639,1.85227,2.21012,0.000618875,0.000618875,0.000618875
53,44227.2,1.3124,1.69634,1.61973,0.41256,0.4804,0.4412,0.24972,1.58918,1.79037,2.14763,0.0006065,0.0006065,0.0006065
54,45021.7,1.29898,1.7351,1.6248,0.4607,0.5298,0.45699,0.25037,1.67974,1.72629,2.24599,0.000594125,0.000594125,0.000594125
55,45900,1.30721,1.74567,1.62101,0.47121,0.51673,0.4741,0.25338,1.70232,1.88197,2.21518,0.00058175,0.00058175,0.00058175
56,46700.5,1.27924,1.69168,1.61971,0.51402,0.47424,0.46304,0.24464,1.73222,1.82957,2.24968,0.000569375,0.000569375,0.000569375
57,47498.1,1.30816,1.70692,1.62301,0.35191,0.52107,0.41168,0.22015,1.71114,1.92757,2.22843,0.000557,0.000557,0.000557
58,48316.4,1.27102,1.61007,1.57021,0.35068,0.41591,0.36001,0.19137,1.65026,2.06541,2.18212,0.000544625,0.000544625,0.000544625
59,49110.2,1.27469,1.58884,1.6048,0.47618,0.46275,0.46329,0.26361,1.62825,1.72155,2.16773,0.00053225,0.00053225,0.00053225
60,49903.1,1.30787,1.62552,1.62798,0.53288,0.42119,0.45862,0.24036,1.76215,1.79047,2.26172,0.000519875,0.000519875,0.000519875
61,50697.2,1.23845,1.54397,1.55885,0.46891,0.48418,0.48934,0.25431,1.69791,1.76256,2.2369,0.0005075,0.0005075,0.0005075
62,51493.2,1.21094,1.54595,1.57176,0.5243,0.41307,0.45571,0.25589,1.6838,1.81678,2.20097,0.000495125,0.000495125,0.000495125
63,52286,1.26369,1.63117,1.58224,0.52106,0.50112,0.51341,0.27166,1.73953,1.71502,2.28525,0.00048275,0.00048275,0.00048275
64,53079,1.18025,1.51442,1.51225,0.4019,0.45494,0.43365,0.22409,1.69892,1.76669,2.20906,0.000470375,0.000470375,0.000470375
65,53873.1,1.23169,1.54826,1.55922,0.34216,0.46735,0.38845,0.19931,1.72466,1.95171,2.25577,0.000458,0.000458,0.000458
66,54670.7,1.20063,1.5306,1.5433,0.40208,0.47767,0.43206,0.22099,1.79205,1.8372,2.32492,0.000445625,0.000445625,0.000445625
67,55463.4,1.17045,1.51143,1.53877,0.39365,0.46216,0.39895,0.21509,1.72069,1.95297,2.26057,0.00043325,0.00043325,0.00043325
68,56253.4,1.2147,1.52156,1.5373,0.52104,0.49599,0.50241,0.26713,1.68288,1.69543,2.21321,0.000420875,0.000420875,0.000420875
69,57048.3,1.16417,1.42472,1.49245,0.55771,0.49148,0.52257,0.28329,1.67816,1.6544,2.20329,0.0004085,0.0004085,0.0004085
70,57847.5,1.17595,1.4652,1.52193,0.54434,0.49357,0.51402,0.29681,1.60403,1.65637,2.12311,0.000396125,0.000396125,0.000396125
71,58659.2,1.19406,1.43379,1.51111,0.63071,0.4632,0.53286,0.30759,1.58699,1.66493,2.1125,0.00038375,0.00038375,0.00038375
72,59461.8,1.15685,1.4607,1.50573,0.4788,0.52452,0.49507,0.2826,1.6092,1.69462,2.1938,0.000371375,0.000371375,0.000371375
73,60264.1,1.11233,1.40363,1.46688,0.40654,0.5348,0.44094,0.2505,1.59382,1.93617,2.17006,0.000359,0.000359,0.000359
74,61067.5,1.15823,1.43958,1.51116,0.47428,0.53224,0.5097,0.29945,1.57121,1.718,2.08192,0.000346625,0.000346625,0.000346625
75,61870.1,1.09609,1.34926,1.45161,0.64104,0.48557,0.54939,0.3093,1.61779,1.7015,2.14006,0.00033425,0.00033425,0.00033425
76,62677.8,1.1052,1.38029,1.49636,0.56158,0.51744,0.5377,0.29348,1.62997,1.70396,2.1779,0.000321875,0.000321875,0.000321875
77,63486,1.08823,1.31336,1.44931,0.51242,0.54439,0.54011,0.30441,1.57541,1.64728,2.13465,0.0003095,0.0003095,0.0003095
78,64297.9,1.10611,1.38631,1.48621,0.54373,0.45205,0.51434,0.30189,1.54567,1.67456,2.07814,0.000297125,0.000297125,0.000297125
79,65508.5,1.07842,1.32135,1.43732,0.47521,0.51455,0.5174,0.30141,1.57085,1.63231,2.09998,0.00028475,0.00028475,0.00028475
80,66335.4,1.09775,1.31458,1.46177,0.56927,0.52437,0.53913,0.31896,1.57041,1.60613,2.10856,0.000272375,0.000272375,0.000272375
81,67339.6,1.04828,1.24204,1.43371,0.59318,0.51197,0.56291,0.34067,1.59357,1.62409,2.129,0.00026,0.00026,0.00026
82,68346.1,1.03925,1.23939,1.41156,0.52246,0.58766,0.55782,0.32238,1.64181,1.62743,2.21195,0.000247625,0.000247625,0.000247625
83,69241.1,1.06873,1.29246,1.4479,0.47596,0.57348,0.54765,0.313,1.63377,1.63871,2.19648,0.00023525,0.00023525,0.00023525
84,70155.2,1.0472,1.2572,1.39595,0.45345,0.58984,0.53142,0.28468,1.72132,1.76529,2.26321,0.000222875,0.000222875,0.000222875
85,71019.2,1.04159,1.24768,1.42665,0.62333,0.45953,0.5638,0.31845,1.62655,1.63687,2.20282,0.0002105,0.0002105,0.0002105
86,71856,1.02819,1.22709,1.40302,0.57488,0.45541,0.52278,0.28758,1.6697,1.73639,2.21185,0.000198125,0.000198125,0.000198125
87,72715.7,1.0063,1.18264,1.3839,0.58048,0.5144,0.53403,0.30917,1.58246,1.66922,2.14122,0.00018575,0.00018575,0.00018575
88,73526.2,1.01707,1.24151,1.41239,0.6129,0.47289,0.52798,0.2991,1.61557,1.75508,2.15216,0.000173375,0.000173375,0.000173375
89,74333.3,0.98998,1.17947,1.38605,0.60552,0.53375,0.54804,0.30589,1.59602,1.67339,2.15193,0.000161,0.000161,0.000161
90,75137.7,0.96072,1.12833,1.3465,0.66604,0.47651,0.56184,0.3244,1.58371,1.62344,2.14892,0.000148625,0.000148625,0.000148625
91,75950,0.96512,1.10555,1.46491,0.58247,0.40339,0.48944,0.28178,1.68647,1.75488,2.2866,0.00013625,0.00013625,0.00013625
92,76760.3,0.93391,0.97137,1.43987,0.50587,0.50414,0.50825,0.29876,1.62634,1.72847,2.21943,0.000123875,0.000123875,0.000123875
93,77568.1,0.85726,0.90351,1.35872,0.4963,0.56676,0.54273,0.31535,1.57249,1.67871,2.16615,0.0001115,0.0001115,0.0001115
94,78379.8,0.85675,0.84226,1.36322,0.5257,0.62349,0.57482,0.33286,1.57394,1.58851,2.19948,9.9125e-05,9.9125e-05,9.9125e-05
95,79191.9,0.83798,0.85318,1.37153,0.60678,0.57012,0.59533,0.35517,1.54156,1.56755,2.14221,8.675e-05,8.675e-05,8.675e-05
96,80000.2,0.80873,0.79042,1.34917,0.59149,0.60436,0.59766,0.36115,1.54923,1.60006,2.13838,7.4375e-05,7.4375e-05,7.4375e-05
97,80811.8,0.78405,0.76558,1.31123,0.63847,0.54519,0.59238,0.35452,1.54971,1.61603,2.12393,6.2e-05,6.2e-05,6.2e-05
98,81616.7,0.76481,0.77976,1.30221,0.61894,0.5317,0.58954,0.36071,1.54105,1.62141,2.11695,4.9625e-05,4.9625e-05,4.9625e-05
99,82421.8,0.78674,0.73136,1.28794,0.62628,0.55243,0.59492,0.36139,1.53682,1.62962,2.11793,3.725e-05,3.725e-05,3.725e-05
100,83230.6,0.7841,0.74372,1.30001,0.61233,0.54514,0.58644,0.35747,1.53054,1.6209,2.11438,2.4875e-05,2.4875e-05,2.4875e-05
